OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
75,Weston,113,174,151,183,181,161,191,204,204,242,242,257,937.5,819.3163452,980.5497437,959.2961426,844.0366821,990.97229,1047.658203,1031.031982,1192.529419,1140.218628,1190.641602,55,35,40,44,55,46,78,60,99,108,90,296.3362122,189.9077606,214.3278198,233.1990662,288.3355103,238.6634827,400.5751953,303.2447205,487.8529663,508.8579102,416.9562073,7,5,6,11,13,8,10,6,6,11,12,37.71551895,27.12968063,32.14917374,58.29976654,68.15203094,41.50669479,51.355793,30.32447243,29.56684494,51.82811737,55.59416199,33,54,44,75,38,58,24,36,46,61,53,177.8017273,293.0005493,235.7605896,397.4984131,199.213623,300.9235229,123.2539063,181.9468384,226.6791534,287.4104919,245.5408783,0,0,3,1,1,2,3,0,2,1,5,0,0,16.07458687,5.299978733,5.242464066,10.3766737,15.40673828,0,9.855615616,4.711647034,23.16423416,35,44,42,46,42,22,27,25,32,36,56,188.5775909,238.7411804,225.0442047,243.7990265,220.1834869,114.1434021,138.6606445,126.3519669,157.6898499,169.6192932,259.4394226,3,6,13,8,8,13,5,4,5,4,8,16.16379356,32.55561447,69.65653992,42.39982986,41.93971252,67.44837952,25.6778965,20.21631432,24.63903809,18.84658813,37.06277466,76,63,93,84,73,71,88,70,86,60,70,409.4827576,341.8339539,498.3121643,445.1982117,382.6998596,368.3718872,451.9309692,353.7854919,423.7914429,282.698822,324.2992859,5,3,4,3,8,4,10,5,9,4,8,26.9396553,16.27780724,21.43278122,15.89993668,41.93971252,20.7533474,51.355793,25.27039337,44.35026932,18.84658813,37.06277466,21585,2565620.898,10202.50841
76,Beechborough-Greenbrook,112,64,76,63,63,52,70,52,58,71,88,97,963.2751465,1150.469238,930.0265503,933.0568848,772.659729,1045.244141,779.1429443,866.4475708,1014.720581,1181.049561,1256.965088,10,7,9,11,12,13,15,18,21,23,32,150.511734,105.9642715,132.8609314,162.9146881,178.3060913,194.1167755,224.7527771,268.897522,300.1286316,308.6834106,414.6689148,1,5,1,0,1,1,0,0,0,3,0,15.05117416,75.68876648,14.76232624,0,14.85884094,14.93205929,0,0,0,40.26305008,0,20,15,11,16,25,11,7,7,13,24,15,301.023468,227.0662994,162.3855896,236.9668274,371.4710388,164.252655,104.8846283,104.5712585,185.7939148,322.1044006,194.3760529,0,0,0,1,0,0,0,2,0,1,2,0,0,0,14.81042671,0,0,0,29.87750244,0,13.42101765,25.91680717,21,12,25,11,13,12,4,13,2,13,12,316.074646,181.6530457,369.0581665,162.9146881,193.1649323,179.1847076,59.9340744,194.2037659,28.5836792,174.4732208,155.5008392,1,5,1,1,0,5,1,5,2,5,13,15.05117416,75.68876648,14.76232624,14.81042671,0,74.66029358,14.9835186,74.6937561,28.5836792,67.10508728,168.4592438,9,17,9,18,12,8,21,13,25,13,22,135.4605713,257.3417969,132.8609314,266.587677,178.3060913,119.4564743,314.6538696,194.2037659,357.29599,174.4732208,285.0848694,2,5,4,2,0,3,3,0,2,7,3,30.10234833,75.68876648,59.04930496,29.62085342,0,44.79617691,44.95055389,0,28.5836792,93.94712067,38.87520981,7717,1833583.378,6414.637238
77,Rockcliffe-Smythe,111,134,136,141,113,132,148,126,139,174,179,200,580.7150879,591.9735107,615.6936646,493.1482849,575.3890381,644.5993042,548.1835938,600.0949707,745.916748,746.0198364,833.8892822,48,41,33,50,52,38,62,47,62,77,57,208.017334,178.462616,144.0985107,218.2072144,226.6684113,165.5052338,269.7411499,202.9098206,265.786438,320.9135742,237.658432,11,13,9,12,6,5,1,11,7,12,7,47.67063904,56.5857048,39.29959488,52.3697319,26.15404701,21.77700424,4.350663662,47.48953247,30.00814438,50.01250458,29.1861248,37,38,38,37,24,43,37,35,33,53,35,160.3466949,165.4043732,165.9316254,161.4733276,104.616188,187.2822266,160.9745483,151.1030579,141.4669647,220.8885498,145.9306183,0,2,0,0,0,1,2,1,0,0,3,0,8.705492973,0,0,0,4.355400562,8.701327324,4.317230225,0,0,12.50833893,38,37,61,45,19,9,14,16,19,20,11,164.6803894,161.0516205,266.3639221,196.3864899,82.82115173,39.19860458,60.90929031,69.07568359,81.45067596,83.35417175,45.86391068,2,6,3,1,4,6,5,12,7,8,3,8.667388916,26.11647987,13.09986496,4.364144325,17.43603134,26.13240433,21.75331688,51.80675888,30.00814438,33.34166718,12.50833893,51,54,42,58,75,72,66,42,59,92,81,221.0184174,235.0483093,183.3981018,253.1203613,326.9255981,313.5888367,287.1437988,181.3236694,252.9257965,383.4291992,337.7251587,7,3,4,10,15,9,4,5,12,11,7,30.33586121,13.05823994,17.46648598,43.64144135,65.38511658,39.19860458,17.40265465,21.58615112,51.4425354,45.84479523,29.1861248,23984,5070942.536,11620.7454
78,Keelesdale-Eglinton West,110,67,54,54,60,73,57,79,74,104,106,84,588.0288086,472.6890869,473.6011353,521.9206543,630.7240601,488.683136,672.512146,619.8693237,865.8729248,858.6472168,681.0442505,18,14,16,27,22,33,23,24,29,34,23,157.97789,122.5490189,140.3262634,234.8643036,190.0812225,282.921814,195.7946777,201.0386963,241.445343,275.4151611,186.4764099,3,4,3,6,3,2,5,2,3,2,2,26.32964706,35.01400375,26.31117439,52.19206619,25.92016602,17.1467762,42.56406021,16.75322533,24.97710419,16.20089149,16.21533966,23,20,14,14,31,18,23,27,17,29,14,201.8606262,175.0700226,122.7854767,121.7814865,267.8417053,154.3209839,195.7946777,226.1685333,141.5369263,234.9129181,113.5073776,1,0,0,0,0,1,0,3,0,1,0,8.776549339,0,0,0,0,8.5733881,0,25.12983704,0,8.100445747,0,30,19,16,22,20,11,11,7,10,25,10,263.2964783,166.3165283,140.3262634,191.3709106,172.8011017,94.30727386,93.64093018,58.63628769,83.25701141,202.5111389,81.0766983,2,4,1,3,5,0,2,2,0,1,1,17.55309868,35.01400375,8.770391464,26.0960331,43.20027542,0,17.02562332,16.75322533,0,8.100445747,8.10766983,18,17,11,21,21,28,31,34,34,22,53,157.97789,148.8095245,96.4743042,182.6722412,181.4411621,240.0548706,263.8971558,284.8048401,283.0738525,178.2098083,429.7065125,1,2,0,4,3,8,3,1,0,2,4,8.776549339,17.50700188,0,34.79471207,25.92016602,68.5871048,25.53843498,8.376612663,0,16.20089149,32.43067932,12334,1750632.4,5675.408341
79,Palmerston-Little Italy,80,89,86,67,77,85,88,51,72,84,79,69,618.1414185,599.5956421,465.6011047,539.744873,600.8765869,627.7195435,366.8009338,517.8738403,602.064209,552.7567749,484.5505676,15,15,17,15,21,15,15,10,27,13,15,104.1811371,104.5806351,118.1375961,105.1451035,148.4518585,106.9976425,107.8826218,71.92692566,193.5206451,90.9599762,105.3370819,45,52,53,52,66,50,63,28,31,33,49,312.543396,362.5462036,368.3113403,364.5030212,466.5629883,356.6588135,453.1070251,201.3953857,222.1903687,230.898407,344.1011353,55,43,39,37,46,51,48,32,36,35,44,381.9974976,299.797821,271.0215454,259.3579102,325.1802673,363.7919922,345.2243958,230.166153,258.0275269,244.8922424,308.9887695,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,7.19269228,7.167431355,13.99384308,0,26,17,23,12,21,11,6,9,11,20,8,180.5806427,118.5247192,159.8332214,84.11608124,148.4518585,78.46494293,43.15304947,64.73423004,78.84174347,139.9384308,56.17977524,1,1,0,1,0,0,0,0,0,2,2,6.945409298,6.972042084,0,7.009673119,0,0,0,0,0,13.99384308,14.04494381,41,108,46,80,70,60,49,22,35,30,10,284.7617798,752.9805298,319.6664429,560.7738647,494.8395386,427.9905701,352.4165649,158.2392273,250.8600922,209.9076385,70.22471619,6,1,6,7,10,12,4,0,8,8,6,41.67245483,6.972042084,41.69562149,49.06771469,70.69136047,85.59811401,28.76869965,0,57.33945084,55.97537231,42.13483047,14240,1435255.543,4967.499377
80,University,79,135,160,130,163,123,132,84,95,99,130,140,1918.158569,2285.061523,1643.073853,2056.782227,1549.89917,1663.516113,1059.268555,1191.820313,1225.095947,1559.68811,1673.440063,11,11,13,7,12,13,6,9,13,9,13,156.2944031,157.0979767,164.3073883,88.32807922,151.209671,163.831131,75.66204071,112.9092941,160.8711853,107.9784012,155.3908691,108,111,139,140,137,71,65,62,116,53,67,1534.526855,1585.261353,1756.825073,1766.561523,1726.310425,894.7700195,819.6721191,777.8195801,1435.465942,635.8728027,800.8606567,73,60,51,64,73,92,60,32,39,55,53,1037.22644,856.8980103,644.5905151,807.5709839,919.8588867,1159.420288,756.6204224,401.4552612,482.6135254,659.868042,633.5166016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.61829662,0,12.6023941,0,0,0,0,0,53,19,33,25,18,13,12,10,15,15,19,753.0548706,271.3510437,417.0879822,315.457428,226.8145142,163.831131,151.3240814,125.4547729,185.6205902,179.9640045,227.109726,0,0,0,1,0,0,0,1,1,0,1,0,0,0,12.61829662,0,0,0,12.54547691,12.37470627,0,11.95314407,90,68,72,121,71,58,57,21,39,40,40,1278.772339,971.151123,910.0101318,1526.813843,894.6572876,730.9389038,718.7894287,263.4550171,482.6135254,479.9040222,478.1257324,7,10,6,4,20,7,5,5,12,11,10,99.46007538,142.8163452,75.83417511,50.47318649,252.0161285,88.21675873,63.05170059,62.72738647,148.4964752,131.9736023,119.5314331,8366,1405204.499,4971.742897
81,Kensington-Chinatown,78,355,397,388,440,462,405,416,405,409,482,477,1915.915649,2166.084717,2078.534424,2326.565186,2418.215088,2103.458984,2140.468262,2046.177979,1966.346191,2162.016602,2049.761475,27,25,31,33,22,43,58,24,41,48,26,145.7175293,136.4033203,166.0684662,174.4923859,115.1530991,223.3302155,298.4306641,121.2549896,197.115387,215.3045654,111.7270432,95,105,130,149,142,124,101,110,92,137,114,512.7097778,572.8939209,696.4161377,787.8595581,743.2609253,644.0220337,519.6809692,555.7520142,442.3076782,614.5151367,489.8800964,103,99,81,107,240,278,174,98,105,145,152,555.885376,540.1571655,433.9208374,565.7783203,1256.215698,1443.855835,895.2919922,495.1245422,504.8076782,650.399231,653.1734619,0,1,5,0,3,0,1,2,1,1,0,0,5.456132889,26.78523636,0,15.70269585,0,5.145356178,10.10458279,4.807692528,4.48551178,0,72,58,66,95,85,49,41,32,50,46,62,388.5800781,316.4556885,353.5651245,502.3265686,444.9096985,254.492569,210.95961,161.6733246,240.384613,206.3335419,266.4260254,3,4,9,9,7,6,6,9,4,5,7,16.19083595,21.82453156,48.21342468,47.58883286,36.63962173,31.16235542,30.87213707,45.4706192,19.23077011,22.4275589,30.0803566,557,534,532,413,283,349,195,92,97,104,306,3006.098633,2913.574951,2849.949219,2183.798584,1481.287598,1812.610352,1003.344482,464.810791,466.3461609,466.4932251,1314.941284,18,36,20,27,25,38,27,22,20,28,63,97.14501953,196.4207764,107.1409454,142.7664948,130.8558044,197.3615875,138.9246216,111.1504059,96.15384674,125.5943298,270.7232056,23271,1534624.306,5024.352676
82,North St.James Town,74,152,162,137,159,174,225,228,265,224,272,283,803.4675903,852.5418091,707.6811523,819.6298828,895.1538086,1154.793701,1167.913086,1344.631592,1111.386719,1294.991455,1329.262573,23,10,17,14,10,20,28,20,15,10,12,121.5773315,52.6260376,87.81445313,72.16867065,51.44562149,102.6483231,143.4279327,101.4816284,74.42321777,47.60997772,56.36449051,47,61,60,65,40,54,47,25,34,41,29,248.4406433,321.0188293,309.9333496,335.0688171,205.782486,277.1504822,240.7540283,126.8520432,168.692627,195.2009125,136.2141876,71,72,53,48,71,70,60,45,38,40,46,375.3039551,378.9074707,273.7744751,247.4354401,365.263916,359.2691345,307.3455505,228.3336792,188.5388184,190.4399109,216.0638733,2,2,0,0,0,0,0,0,1,0,1,10.57194233,10.52520752,0,0,0,0,0,0,4.961547852,0,4.697041035,31,29,22,36,30,30,36,16,24,27,36,163.865097,152.615509,113.6422348,185.5765686,154.3368683,153.9724884,184.4073334,81.18530273,119.0771484,128.546936,169.0934753,1,0,2,1,6,2,1,3,4,0,2,5.285971165,0,10.33111191,5.154904842,30.86737251,10.2648325,5.122426033,15.22224522,19.84619141,0,9.394082069,93,93,154,55,90,99,78,40,65,59,64,491.5953064,489.4221802,795.4956055,283.5197754,463.0105896,508.1092224,399.5492249,202.9632568,322.5006104,280.8988647,300.6106262,7,3,8,8,3,15,9,3,5,10,17,37.00179672,15.78781223,41.32444763,41.23923874,15.43368626,76.9862442,46.10183334,15.22224522,24.80773926,47.60997772,79.8496933,21290,423922.6033,2574.403261
83,Moss Park,73,357,389,456,441,546,635,751,625,548,617,594,2035.695923,2129.873047,2120.634277,1997.463501,2416.036133,2747.609375,3176.818848,2565.155029,2131.798096,2230.899902,2053.231934,25,21,16,21,52,42,39,50,59,43,37,142.5557404,114.9802856,74.40821838,95.11730957,230.0986786,181.7316437,164.9746246,205.2124023,229.5184021,155.4760132,127.8949203,95,102,118,136,132,105,107,96,90,99,70,541.711792,558.475708,548.7606201,615.9978027,584.0966187,454.3291016,452.6226807,394.0078125,350.1128235,357.9563904,241.9633636,153,97,129,133,136,231,202,154,129,146,124,872.4411011,531.0994263,599.9163208,602.409668,601.7965698,999.5240479,854.4839478,632.0541992,501.8283691,527.8952637,428.6208191,1,1,2,3,4,3,2,1,3,7,1,5.7022295,5.475251675,9.301027298,13.58818722,17.69989777,12.9808321,8.460236549,4.104248047,11.67042732,25.31004715,3.456619501,121,133,119,95,153,139,132,88,66,56,74,689.9697876,728.2084961,553.4111328,430.2926025,677.0211182,601.4451904,558.3756104,361.1738281,256.7493896,202.4803772,255.7898407,3,4,5,7,9,2,5,3,9,3,2,17.10668945,21.9010067,23.2525692,31.70577049,39.82477188,8.653887749,21.1505928,12.31274414,35.01128006,10.8471632,6.913239002,179,168,136,174,243,217,166,126,92,108,103,1020.699097,919.8422852,632.4699097,788.1148682,1075.268799,938.9468384,702.199646,517.1352539,357.8930969,390.4978943,356.0317993,7,14,11,20,35,25,16,17,16,25,20,39.91560745,76.65352631,51.15565109,90.58791351,154.874115,108.1735992,67.6818924,69.7722168,62.24227905,90.39302826,69.13238525,28930,1396902.288,6369.585653
84,Regent Park,72,103,112,129,126,141,178,150,185,126,160,165,938.6676636,1015.688782,1150.245239,1074.718506,1160.780396,1417.987793,1155.535034,1366.422974,869.7453003,1014.648987,988.8529053,9,14,3,10,10,24,11,9,11,14,14,82.01950073,126.9610977,26.74988937,85.29512024,82.32485199,191.1893616,84.73923492,66.47463226,75.93014526,88.78178406,83.90267181,31,28,39,40,45,48,30,14,15,27,19,282.5116272,253.9221954,347.7485657,341.180481,370.461853,382.3787231,231.1070099,103.4049759,103.5411072,171.2220154,113.8679123,33,30,25,29,28,65,28,32,25,40,28,300.7381897,272.0594788,222.915741,247.3558502,230.5095978,517.8045044,215.6998749,236.3542328,172.568512,253.6622467,167.8053436,1,0,1,4,2,1,1,1,0,0,2,9.113278389,0,8.916629791,34.11804962,16.46497154,7.96622324,7.703566551,7.386069775,0,0,11.98609638,22,17,19,19,33,19,16,16,12,20,26,200.4921112,154.167038,169.4159546,162.06073,271.6720276,151.3582458,123.2570648,118.1771164,82.83288574,126.8311234,155.8192444,6,4,8,9,10,6,7,2,4,2,5,54.67966843,36.27459717,71.33303833,76.76560974,82.32485199,47.79734039,53.92496872,14.77213955,27.61096191,12.68311214,29.96524048,57,61,48,38,70,59,42,22,27,34,18,519.4568481,553.1876221,427.99823,324.12146,576.2739868,470.0071716,323.5498047,162.4935303,186.3739929,215.612915,107.8748627,8,5,3,2,5,5,4,6,5,8,5,72.90622711,45.34325027,26.74988937,17.05902481,41.16242599,39.83111572,30.8142662,44.31641769,34.51370239,50.73244858,29.96524048,16686,650277.0313,3258.900322
85,Cabbagetown-South St.James Town,71,88,103,132,103,114,144,137,125,134,133,138,758.2285156,896.4317017,1093.711182,859.9098511,959.2729492,1220.545898,1169.341064,1067.554932,1118.530884,1064.510986,1088.671509,8,7,10,6,18,23,15,5,18,19,14,68.92986298,60.92254257,82.85690308,50.09183502,151.4641571,194.9483032,128.0300446,42.70219421,150.250412,152.072998,110.4449387,65,71,65,50,88,59,49,38,36,31,28,560.0551147,617.9286499,538.5698853,417.4319458,740.491394,500.0847473,418.2314758,324.5366821,300.500824,248.1190948,220.8898773,72,68,51,58,41,111,70,68,65,53,49,620.3687744,591.8189697,422.5702209,484.2210693,345.0016785,940.8374023,597.4735107,580.7498779,542.5709229,424.2036133,386.5572815,2,0,0,0,0,0,1,1,0,0,0,17.23246574,0,0,0,0,0,8.535336494,8.540438652,0,0,0,11,17,27,41,37,18,15,14,22,14,29,94.77856445,147.9547424,223.7136536,342.29422,311.3429871,152.5682373,128.0300446,119.5661469,183.6394043,112.0537872,228.7787933,1,1,0,1,1,2,0,0,0,1,0,8.616232872,8.703220367,0,8.348639488,8.414674759,16.95202637,0,0,0,8.0038414,0,75,117,108,104,109,78,55,50,51,46,35,646.2174683,1018.276733,894.8546143,868.2584839,917.199585,661.1290283,469.4434814,427.0219421,425.7095032,368.1767273,276.1123352,3,5,7,7,6,4,3,7,9,6,8,25.84869957,43.51610184,57.99983597,58.44047546,50.48805237,33.90405273,25.60600853,59.78307343,75.12520599,48.02305222,63.11139297,12676,1417918.519,5759.062628
86,South Riverdale,70,209,202,228,236,292,250,214,224,300,330,305,764.727417,730.4284668,789.9660645,813.9334106,1003.367493,855.5490723,729.0566406,753.2449951,994.5300903,1057.421143,969.7316284,19,23,27,36,37,38,40,48,77,82,88,69.52067566,83.16760254,93.54860687,124.1593399,127.1390305,130.043457,136.2722778,161.4096375,255.2627258,262.7531433,279.7914429,68,91,129,114,135,72,112,94,52,85,51,248.8108368,329.0544128,446.9544678,393.1712341,463.8856506,246.3981323,381.5623474,316.0938721,172.3852081,272.3660583,162.1518555,88,98,150,93,91,132,143,135,101,96,94,321.9904785,354.3663025,519.7144775,320.7449646,312.6932983,451.7299194,487.1733704,453.9646301,334.8251343,307.6134338,298.868103,1,0,3,5,2,0,0,2,1,1,0,3.658982754,0,10.39428997,17.24435234,6.87237978,0,0,6.725401878,3.315100193,3.204306602,0,55,42,45,66,36,35,36,31,39,43,41,201.2440491,151.8712769,155.9143524,227.6254578,123.7028351,119.7768707,122.6450424,104.2437286,129.2889099,137.7851868,130.3573761,2,0,7,9,4,6,3,2,6,3,4,7.317965508,0,24.25334358,31.03983498,13.74475956,20.53317833,10.22042084,6.725401878,19.89060211,9.612919807,12.71779251,214,149,149,121,164,158,137,124,80,90,108,783.0223389,538.7814331,516.2497559,417.313324,563.5351563,540.7070313,466.7325439,416.9749146,265.2080078,288.3876038,343.3804016,18,17,22,25,23,21,22,21,22,26,28,65.86168671,61.47170639,76.22479248,86.22176361,79.03237152,71.86612701,74.94975281,70.61672211,72.9322052,83.31197357,89.02454376,31452,11030185.23,42678.15045
87,Blake-Jones,69,72,65,64,61,63,68,57,47,48,77,60,900,817.0961914,803.2128296,769.6189575,798.9854126,866.9046631,729.5532837,599.5662842,606.9035034,945.9459229,735.5645752,4,3,5,6,10,8,7,5,9,6,5,50,37.7121315,62.75100327,75.70022583,126.823082,101.9887848,89.5942688,63.78364563,113.7944107,73.71007538,61.29704666,12,15,11,16,6,18,20,19,6,11,13,150,188.5606537,138.0522156,201.8672791,76.09384918,229.474762,255.9836121,242.3778534,75.86293793,135.1351318,159.3723145,20,28,23,17,27,18,27,27,23,34,13,250,351.9798889,288.6546326,214.4839783,342.4223328,229.474762,345.5778809,344.4317017,290.8079529,417.6904297,159.3723145,0,0,1,0,0,0,0,0,1,1,2,0,0,12.55020046,0,0,0,0,0,12.64382362,12.28501225,24.5188179,11,11,11,14,13,9,4,13,10,11,17,137.5,138.2778168,138.0522156,176.6338654,164.8700104,114.737381,51.19672394,165.8374786,126.4382324,135.1351318,208.4099579,1,1,4,2,2,2,2,1,2,4,1,12.5,12.57071018,50.20080185,25.23340988,25.36461639,25.4971962,25.59836197,12.75672913,25.28764725,49.14004898,12.25940895,28,17,21,17,9,22,26,13,14,15,21,350,213.7020721,263.5542297,214.4839783,114.14077,280.4691467,332.778717,165.8374786,177.0135345,184.275177,257.4476013,1,1,0,2,1,4,5,2,1,3,4,12.5,12.57071018,0,25.23340988,12.6823082,50.9943924,63.99590302,25.51345825,12.64382362,36.85503769,49.0376358,8157,941209.2603,4042.837626
88,North Riverdale,68,44,64,53,58,55,71,34,57,78,79,63,359.7710571,528.3579712,427.9370117,472.4281311,451.7453918,588.6254272,283.9722595,476.2302551,651.574646,645.6885986,517.9217529,10,8,5,9,11,20,13,13,29,27,24,81.76615143,66.0447464,40.371418,73.30780792,90.34907532,165.8099823,108.5776367,108.6139221,242.2521057,220.6783752,197.3035126,27,24,30,26,46,38,36,17,21,15,15,220.7686005,198.1342316,242.2285004,211.7781219,377.8233948,315.0389709,300.6765137,142.0335846,175.4239349,122.5990982,123.3146973,43,51,41,28,33,43,34,32,30,32,21,351.5944519,421.0352478,331.0456238,228.0687408,271.0472412,356.4914551,283.9722595,267.3573303,250.6056366,261.5447388,172.6405792,0,0,1,1,0,0,0,1,0,1,0,0,0,8.0742836,8.145312309,0,0,0,8.354916573,0,8.173273087,0,22,31,33,24,19,23,15,5,11,8,9,179.8855286,255.9233856,266.451355,195.4875031,156.0574951,190.6814728,125.2818832,41.77458572,91.88873291,65.38618469,73.98882294,0,0,2,0,0,1,0,1,0,2,1,0,0,16.1485672,0,0,8.290498734,0,8.354916573,0,16.34654617,8.220979691,50,44,49,40,33,55,37,32,29,20,26,408.8307495,363.2460938,395.6398926,325.8125,271.0472412,455.9774475,309.028656,267.3573303,242.2521057,163.4654694,213.7454834,3,2,6,4,5,4,2,0,3,3,5,24.52984428,16.5111866,48.4457016,32.58124924,41.06776047,33.16199493,16.70425034,0,25.06056213,24.51981926,41.10490036,12164,1786063.192,5475.708476
