OCC_YEAR,OCC_TIME_RANGE,NEIGHBOURHOOD_158
2011,Evening,Mount Olive-Silverstone-Jamestown (2)
2011,Night,Trinity-Bellwoods (81)
2011,Evening,Milliken (130)
2011,Evening,Downsview (155)
2011,Night,Beechborough-Greenbrook (112)
2011,Afternoon,Glenfield-Jane Heights (25)
2011,Evening,Victoria Village (43)
2011,Evening,West Queen West (162)
2011,Evening,Glenfield-Jane Heights (25)
2011,Afternoon,Taylor-Massey (61)
2011,Night,Humbermede (22)
2011,Night,Black Creek (24)
2011,Evening,Glenfield-Jane Heights (25)
2011,Evening,Glenfield-Jane Heights (25)
2011,Night,NSA
2011,Evening,Mount Olive-Silverstone-Jamestown (2)
2011,Night,Mount Olive-Silverstone-Jamestown (2)
2011,Night,Mount Olive-Silverstone-Jamestown (2)
2011,Afternoon,Don Valley Village (47)
2011,Evening,Glenfield-Jane Heights (25)
2011,Night,Etobicoke West Mall (13)
2011,Evening,Clanton Park (33)
2011,Evening,Mount Olive-Silverstone-Jamestown (2)
2011,Night,York University Heights (27)
2011,Night,West Queen West (162)
2011,Evening,Oakdale-Beverley Heights (154)
2011,Night,Glenfield-Jane Heights (25)
2011,Morning,Oakdale-Beverley Heights (154)
2011,Evening,Mount Olive-Silverstone-Jamestown (2)
2011,Morning,Danforth East York (59)
2011,Evening,NSA
2011,Night,Kennedy Park (124)
2011,Morning,Glenfield-Jane Heights (25)
2011,Night,NSA
2011,Evening,Golfdale-Cedarbrae-Woburn (141)
2011,Night,Trinity-Bellwoods (81)
2011,Night,Rexdale-Kipling (4)
2011,Morning,Rexdale-Kipling (4)
2011,Night,Beechborough-Greenbrook (112)
2011,Evening,Humber Summit (21)
2011,Evening,Elms-Old Rexdale (5)
2011,Evening,Englemount-Lawrence (32)
2011,Night,Harbourfront-CityPlace (165)
2011,Night,Elms-Old Rexdale (5)
2011,Night,Englemount-Lawrence (32)
2011,Evening,Black Creek (24)
2011,Evening,Black Creek (24)
2011,Night,South Riverdale (70)
2011,Morning,Malvern East (146)
2011,Evening,Moss Park (73)
2011,Night,Clairlea-Birchmount (120)
2011,Evening,Rockcliffe-Smythe (111)
2011,Morning,Kingsview Village-The Westway (6)
2011,Night,West Humber-Clairville (1)
2011,Evening,York University Heights (27)
2011,Night,West Humber-Clairville (1)
2011,Night,Corso Italia-Davenport (92)
2011,Night,Wellington Place (164)
2011,Morning,Glenfield-Jane Heights (25)
2011,Evening,Englemount-Lawrence (32)
2011,Evening,Humbermede (22)
2011,Night,Oakwood Village (107)
2011,Night,Dorset Park (126)
2011,Evening,West Hill (136)
2011,Night,West Humber-Clairville (1)
2011,Morning,Golfdale-Cedarbrae-Woburn (141)
2011,Afternoon,Bendale South (157)
2011,Night,Mimico-Queensway (160)
2012,Night,Clairlea-Birchmount (120)
2012,Night,Clairlea-Birchmount (120)
2012,Evening,Downtown Yonge East (168)
2012,Evening,Tam O'Shanter-Sullivan (118)
2012,Night,Weston-Pelham Park (91)
2012,Night,Regent Park (72)
2012,Evening,Bendale-Glen Andrew (156)
2012,Evening,Englemount-Lawrence (32)
2012,Evening,Eglinton East (138)
2012,Evening,West Humber-Clairville (1)
2012,Evening,Moss Park (73)
2012,Evening,Kingsview Village-The Westway (6)
2012,Evening,York University Heights (27)
2012,Morning,Glenfield-Jane Heights (25)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Ionview (125)
2012,Night,Kensington-Chinatown (78)
2012,Night,St Lawrence-East Bayfront-The Islands
2012,Evening,Englemount-Lawrence (32)
2012,Evening,O'Connor-Parkview (54)
2012,Night,Clairlea-Birchmount (120)
2012,Afternoon,Malvern West (145)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Night,Oakdale-Beverley Heights (154)
2012,Evening,Malvern East (146)
2012,Evening,Dufferin Grove (83)
2012,Night,Beechborough-Greenbrook (112)
2012,Evening,Morningside (135)
2012,Evening,Malvern East (146)
2012,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Night,Brookhaven-Amesbury (30)
2012,Night,East End-Danforth (62)
2012,Evening,Keelesdale-Eglinton West (110)
2012,Afternoon,York University Heights (27)
2012,Afternoon,Hillcrest Village (48)
2012,Night,Elms-Old Rexdale (5)
2012,Afternoon,Elms-Old Rexdale (5)
2012,Afternoon,Golfdale-Cedarbrae-Woburn (141)
2012,Morning,Kingsview Village-The Westway (6)
2012,Evening,NSA
2012,Night,York University Heights (27)
2012,Afternoon,Elms-Old Rexdale (5)
2012,Afternoon,Lansing-Westgate (38)
2012,Evening,Kingsview Village-The Westway (6)
2012,Evening,West Humber-Clairville (1)
2012,Evening,Annex (95)
2012,Night,Weston (113)
2012,Evening,Etobicoke City Centre (159)
2012,Evening,Englemount-Lawrence (32)
2012,Night,York University Heights (27)
2012,Evening,Englemount-Lawrence (32)
2012,Night,Humbermede (22)
2012,Night,Kensington-Chinatown (78)
2012,Night,Weston-Pelham Park (91)
2012,Evening,Golfdale-Cedarbrae-Woburn (141)
2012,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2012,Morning,Pelmo Park-Humberlea (23)
2012,Afternoon,Weston-Pelham Park (91)
2012,Evening,Flemingdon Park (44)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Afternoon,Wexford/Maryvale (119)
2012,Evening,Elms-Old Rexdale (5)
2012,Afternoon,North St.James Town (74)
2012,Evening,Yorkdale-Glen Park (31)
2012,Night,Dovercourt Village (172)
2012,Morning,Regent Park (72)
2012,Evening,Kennedy Park (124)
2012,Afternoon,Kingsview Village-The Westway (6)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Night,South Riverdale (70)
2012,Afternoon,High Park-Swansea (87)
2012,Evening,Mount Dennis (115)
2012,Afternoon,Agincourt South-Malvern West (128)
2012,Afternoon,Eringate-Centennial-West Deane (11)
2012,Evening,Rockcliffe-Smythe (111)
2012,Night,Malvern East (146)
2012,Evening,Englemount-Lawrence (32)
2012,Morning,York University Heights (27)
2012,Evening,Glenfield-Jane Heights (25)
2012,Night,West Humber-Clairville (1)
2012,Afternoon,Rockcliffe-Smythe (111)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Kensington-Chinatown (78)
2012,Evening,Brookhaven-Amesbury (30)
2012,Afternoon,Humbermede (22)
2012,Morning,High Park-Swansea (87)
2012,Evening,Harbourfront-CityPlace (165)
2012,Evening,Englemount-Lawrence (32)
2012,Night,Agincourt South-Malvern West (128)
2012,Evening,York University Heights (27)
2012,Evening,West Hill (136)
2012,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Malvern East (146)
2012,Night,Yonge-Eglinton (100)
2012,Afternoon,Lambton Baby Point (114)
2012,Night,Kingsview Village-The Westway (6)
2012,Evening,Humber Summit (21)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Night,Humber Summit (21)
2012,Evening,Stonegate-Queensway (16)
2012,Evening,Black Creek (24)
2012,Night,Yonge-Bay Corridor (170)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Regent Park (72)
2012,Evening,Oakdale-Beverley Heights (154)
2012,Night,Wexford/Maryvale (119)
2012,Evening,Centennial Scarborough (133)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Downtown Yonge East (168)
2012,Afternoon,Kensington-Chinatown (78)
2012,Night,West Humber-Clairville (1)
2012,Night,Agincourt South-Malvern West (128)
2012,Night,NSA
2012,Night,Etobicoke West Mall (13)
2012,Night,Etobicoke West Mall (13)
2012,Night,Brookhaven-Amesbury (30)
2012,Night,Flemingdon Park (44)
2012,Evening,Oakdale-Beverley Heights (154)
2012,Night,Keelesdale-Eglinton West (110)
2012,Evening,L'Amoreaux West (147)
2012,Night,West Humber-Clairville (1)
2012,Afternoon,Palmerston-Little Italy (80)
2012,Afternoon,Glenfield-Jane Heights (25)
2012,Afternoon,Dorset Park (126)
2012,Night,Annex (95)
2012,Night,Fenside-Parkwoods (150)
2012,Evening,Avondale (153)
2012,Night,Oakwood Village (107)
2012,Night,West Hill (136)
2012,Evening,Mount Olive-Silverstone-Jamestown (2)
2012,Morning,NSA
2012,Evening,York University Heights (27)
2012,Evening,The Beaches (63)
2012,Night,York University Heights (27)
2012,Night,Glenfield-Jane Heights (25)
2012,Night,Islington (158)
2012,Night,Blake-Jones (69)
2012,Evening,Blake-Jones (69)
2012,Night,West Humber-Clairville (1)
2012,Morning,Kingsview Village-The Westway (6)
2012,Evening,Malvern East (146)
2012,Night,Kensington-Chinatown (78)
2012,Night,West Hill (136)
2012,Evening,Mount Dennis (115)
2012,Night,Malvern West (145)
2012,Night,Rockcliffe-Smythe (111)
2012,Night,Englemount-Lawrence (32)
2012,Evening,Black Creek (24)
2012,Evening,Rockcliffe-Smythe (111)
2012,Night,Dorset Park (126)
2012,Night,Wellington Place (164)
2012,Night,Don Valley Village (47)
2012,Night,Kingsview Village-The Westway (6)
2012,Evening,West Hill (136)
2012,Night,Weston (113)
2012,Night,Yonge-Bay Corridor (170)
2012,Night,Glenfield-Jane Heights (25)
2012,Evening,Thistletown-Beaumond Heights (3)
2012,Afternoon,Dorset Park (126)
2012,Evening,Yorkdale-Glen Park (31)
2012,Evening,Kingsview Village-The Westway (6)
2012,Night,Oakwood Village (107)
2012,Night,L'Amoreaux West (147)
2012,Night,Flemingdon Park (44)
2012,Evening,Humber Summit (21)
2012,Afternoon,L'Amoreaux West (147)
2012,Night,Kingsview Village-The Westway (6)
2012,Night,Agincourt North (129)
2012,Evening,East End-Danforth (62)
2012,Night,Malvern East (146)
2012,Afternoon,Malvern East (146)
2012,Night,Kingsview Village-The Westway (6)
2012,Afternoon,Oakdale-Beverley Heights (154)
2012,Evening,Clairlea-Birchmount (120)
2012,Morning,Weston (113)
2012,Night,Black Creek (24)
2012,Morning,Rustic (28)
2012,Night,Mount Olive-Silverstone-Jamestown (2)
2012,Evening,Humbermede (22)
2012,Night,York University Heights (27)
2012,Evening,South Parkdale (85)
2012,Night,Parkwoods-O'Connor Hills (149)
2012,Evening,Black Creek (24)
2012,Afternoon,Malvern East (146)
2012,Night,O'Connor-Parkview (54)
2012,Evening,Blake-Jones (69)
2012,Night,NSA
2012,Evening,Brookhaven-Amesbury (30)
2012,Evening,Black Creek (24)
2012,Night,Elms-Old Rexdale (5)
2012,Evening,Elms-Old Rexdale (5)
2012,Evening,Rexdale-Kipling (4)
2012,Night,Rosedale-Moore Park (98)
2012,Night,Clairlea-Birchmount (120)
2012,Evening,Rockcliffe-Smythe (111)
2012,Afternoon,Morningside (135)
2012,Night,Yorkdale-Glen Park (31)
2012,Evening,Rustic (28)
2012,Afternoon,Mount Dennis (115)
2012,Evening,Morningside Heights (144)
2012,Afternoon,Glenfield-Jane Heights (25)
2012,Morning,Westminster-Branson (35)
2012,Evening,Humber Summit (21)
2012,Afternoon,O'Connor-Parkview (54)
2012,Afternoon,O'Connor-Parkview (54)
2012,Night,University (79)
2012,Evening,Yonge-Bay Corridor (170)
2012,Evening,Glenfield-Jane Heights (25)
2012,Night,Markland Wood (12)
2012,Evening,Downsview (155)
2012,Evening,Kingsview Village-The Westway (6)
2012,Night,Cabbagetown-South St.James Town (71)
2012,Night,Mount Dennis (115)
2012,Night,Rockcliffe-Smythe (111)
2012,Night,Palmerston-Little Italy (80)
2012,Evening,Yorkdale-Glen Park (31)
2012,Evening,Regent Park (72)
2013,Night,St Lawrence-East Bayfront-The Islands
2013,Evening,Mount Dennis (115)
2013,Evening,Yorkdale-Glen Park (31)
2013,Night,Glenfield-Jane Heights (25)
2013,Night,West Humber-Clairville (1)
2013,Evening,Humber Summit (21)
2013,Night,Stonegate-Queensway (16)
2013,Evening,NSA
2013,Afternoon,Regent Park (72)
2013,Night,Oakdale-Beverley Heights (154)
2013,Evening,Greenwood-Coxwell (65)
2013,Evening,Rexdale-Kipling (4)
2013,Night,Regent Park (72)
2013,Morning,Regent Park (72)
2013,Evening,Dorset Park (126)
2013,Night,Fort York-Liberty Village (163)
2013,Evening,Glenfield-Jane Heights (25)
2013,Night,Harbourfront-CityPlace (165)
2013,Night,Harbourfront-CityPlace (165)
2013,Night,Harbourfront-CityPlace (165)
2013,Evening,Rustic (28)
2013,Night,Rockcliffe-Smythe (111)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,O'Connor-Parkview (54)
2013,Evening,Regent Park (72)
2013,Night,South Riverdale (70)
2013,Night,St Lawrence-East Bayfront-The Islands
2013,Night,York University Heights (27)
2013,Night,Humber Summit (21)
2013,Evening,Brookhaven-Amesbury (30)
2013,Evening,Newtonbrook West (36)
2013,Evening,Little Portugal (84)
2013,Afternoon,Rexdale-Kipling (4)
2013,Evening,Kensington-Chinatown (78)
2013,Night,Elms-Old Rexdale (5)
2013,Night,Yorkdale-Glen Park (31)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,East End-Danforth (62)
2013,Evening,Cabbagetown-South St.James Town (71)
2013,Evening,Stonegate-Queensway (16)
2013,Evening,NSA
2013,Evening,Malvern East (146)
2013,Night,Glenfield-Jane Heights (25)
2013,Night,NSA
2013,Evening,Humber Summit (21)
2013,Afternoon,Bendale South (157)
2013,Evening,Yorkdale-Glen Park (31)
2013,Morning,South Riverdale (70)
2013,Afternoon,High Park North (88)
2013,Evening,Bendale South (157)
2013,Evening,Elms-Old Rexdale (5)
2013,Evening,Englemount-Lawrence (32)
2013,Afternoon,York University Heights (27)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,Elms-Old Rexdale (5)
2013,Evening,West Humber-Clairville (1)
2013,Morning,Victoria Village (43)
2013,Night,Eglinton East (138)
2013,Evening,Danforth (66)
2013,Evening,Regent Park (72)
2013,Evening,Regent Park (72)
2013,Night,Kensington-Chinatown (78)
2013,Afternoon,York University Heights (27)
2013,Night,Rockcliffe-Smythe (111)
2013,Afternoon,NSA
2013,Evening,Morningside Heights (144)
2013,Afternoon,York University Heights (27)
2013,Evening,Keelesdale-Eglinton West (110)
2013,Evening,Wychwood (94)
2013,Night,Wexford/Maryvale (119)
2013,Morning,Regent Park (72)
2013,Afternoon,Dorset Park (126)
2013,Night,Taylor-Massey (61)
2013,Night,Eglinton East (138)
2013,Evening,Woodbine-Lumsden (60)
2013,Night,Yorkdale-Glen Park (31)
2013,Afternoon,L'Amoreaux West (147)
2013,Evening,Regent Park (72)
2013,Afternoon,Eringate-Centennial-West Deane (11)
2013,Night,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,Trinity-Bellwoods (81)
2013,Evening,The Beaches (63)
2013,Night,Kingsview Village-The Westway (6)
2013,Night,Guildwood (140)
2013,Afternoon,Little Portugal (84)
2013,Afternoon,Morningside Heights (144)
2013,Evening,West Humber-Clairville (1)
2013,Evening,Kensington-Chinatown (78)
2013,Afternoon,Humber Summit (21)
2013,Evening,South Parkdale (85)
2013,Evening,York University Heights (27)
2013,Evening,Flemingdon Park (44)
2013,Night,East Willowdale (152)
2013,Afternoon,Danforth (66)
2013,Evening,Yorkdale-Glen Park (31)
2013,Evening,Bendale-Glen Andrew (156)
2013,Evening,Malvern West (145)
2013,Night,Taylor-Massey (61)
2013,Night,Malvern West (145)
2013,Night,Oakdale-Beverley Heights (154)
2013,Afternoon,NSA
2013,Night,Kensington-Chinatown (78)
2013,Night,Regent Park (72)
2013,Afternoon,Wexford/Maryvale (119)
2013,Night,Kensington-Chinatown (78)
2013,Night,Brookhaven-Amesbury (30)
2013,Night,Briar Hill-Belgravia (108)
2013,Evening,Moss Park (73)
2013,Evening,St Lawrence-East Bayfront-The Islands
2013,Evening,NSA
2013,Night,East End-Danforth (62)
2013,Evening,Glenfield-Jane Heights (25)
2013,Morning,Mimico-Queensway (160)
2013,Evening,Elms-Old Rexdale (5)
2013,Night,Scarborough Village (139)
2013,Night,Wexford/Maryvale (119)
2013,Evening,Weston-Pelham Park (91)
2013,Night,Wellington Place (164)
2013,Evening,Humber Summit (21)
2013,Night,Wellington Place (164)
2013,Afternoon,High Park-Swansea (87)
2013,Night,Regent Park (72)
2013,Evening,Humber Summit (21)
2013,Afternoon,Black Creek (24)
2013,Night,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,West Humber-Clairville (1)
2013,Evening,Henry Farm (53)
2013,Morning,Glenfield-Jane Heights (25)
2013,Night,Wellington Place (164)
2013,Evening,Thorncliffe Park (55)
2013,Afternoon,Elms-Old Rexdale (5)
2013,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2013,Morning,Lansing-Westgate (38)
2013,Evening,Humber Summit (21)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Afternoon,Glenfield-Jane Heights (25)
2013,Night,Mount Olive-Silverstone-Jamestown (2)
2013,Night,Glenfield-Jane Heights (25)
2013,Night,NSA
2013,Night,Moss Park (73)
2013,Afternoon,Glenfield-Jane Heights (25)
2013,Night,Mount Olive-Silverstone-Jamestown (2)
2013,Night,Mount Olive-Silverstone-Jamestown (2)
2013,Night,High Park-Swansea (87)
2013,Evening,South Parkdale (85)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Evening,Mimico-Queensway (160)
2013,Evening,Oakdale-Beverley Heights (154)
2013,Night,Weston (113)
2013,Night,Scarborough Village (139)
2013,Evening,South Riverdale (70)
2013,Afternoon,South Riverdale (70)
2013,Evening,West Humber-Clairville (1)
2013,Night,Glenfield-Jane Heights (25)
2013,Afternoon,West Hill (136)
2013,Night,Englemount-Lawrence (32)
2013,Night,Wellington Place (164)
2013,Night,Rexdale-Kipling (4)
2013,Night,Willowridge-Martingrove-Richview (7)
2013,Morning,Kensington-Chinatown (78)
2013,Night,Annex (95)
2013,Night,Milliken (130)
2013,Afternoon,Moss Park (73)
2013,Night,Yonge-St.Clair (97)
2013,Night,Blake-Jones (69)
2013,Evening,Englemount-Lawrence (32)
2013,Evening,South Parkdale (85)
2013,Night,Englemount-Lawrence (32)
2013,Night,NSA
2013,Evening,Victoria Village (43)
2013,Afternoon,Thorncliffe Park (55)
2013,Night,Humbermede (22)
2013,Night,Yonge-Bay Corridor (170)
2013,Evening,North St.James Town (74)
2013,Night,Downsview (155)
2013,Evening,West Hill (136)
2013,Evening,West Hill (136)
2013,Night,Wexford/Maryvale (119)
2013,Afternoon,Oakwood Village (107)
2013,Night,East End-Danforth (62)
2013,Evening,Glenfield-Jane Heights (25)
2013,Evening,Glenfield-Jane Heights (25)
2013,Evening,Flemingdon Park (44)
2013,Evening,Mount Olive-Silverstone-Jamestown (2)
2013,Night,Downtown Yonge East (168)
2013,Afternoon,Clairlea-Birchmount (120)
2013,Evening,York University Heights (27)
2013,Afternoon,High Park-Swansea (87)
2013,Night,West Hill (136)
2013,Evening,St Lawrence-East Bayfront-The Islands
2013,Night,High Park-Swansea (87)
2013,Evening,Elms-Old Rexdale (5)
2013,Afternoon,Humber Summit (21)
2013,Evening,Birchcliffe-Cliffside (122)
2013,Afternoon,Yorkdale-Glen Park (31)
2013,Night,NSA
2013,Afternoon,Weston (113)
2013,Afternoon,Highland Creek (134)
2013,Afternoon,Glenfield-Jane Heights (25)
2013,Evening,Milliken (130)
2013,Afternoon,High Park North (88)
2013,Evening,Rustic (28)
2013,Evening,Black Creek (24)
2013,Afternoon,Elms-Old Rexdale (5)
2014,Night,Hillcrest Village (48)
2014,Afternoon,Kensington-Chinatown (78)
2014,Evening,Rustic (28)
2014,Afternoon,Bendale South (157)
2014,Afternoon,L'Amoreaux West (147)
2014,Night,Regent Park (72)
2014,Evening,West Humber-Clairville (1)
2014,Night,Victoria Village (43)
2014,Evening,Elms-Old Rexdale (5)
2014,Night,Don Valley Village (47)
2014,Afternoon,Parkwoods-O'Connor Hills (149)
2014,Night,Wexford/Maryvale (119)
2014,Night,Humber Heights-Westmount (8)
2014,Afternoon,Woburn North (142)
2014,Morning,Eglinton East (138)
2014,Afternoon,East L'Amoreaux (148)
2014,Morning,Wellington Place (164)
2014,Night,Lawrence Park North (105)
2014,Evening,Alderwood (20)
2014,Evening,Glenfield-Jane Heights (25)
2014,Night,Kensington-Chinatown (78)
2014,Afternoon,Eglinton East (138)
2014,Evening,Regent Park (72)
2014,Night,Newtonbrook West (36)
2014,Morning,South Riverdale (70)
2014,Afternoon,Beechborough-Greenbrook (112)
2014,Evening,Flemingdon Park (44)
2014,Night,Etobicoke City Centre (159)
2014,Morning,St Lawrence-East Bayfront-The Islands
2014,Afternoon,Rustic (28)
2014,Morning,Weston (113)
2014,Evening,Clairlea-Birchmount (120)
2014,Evening,York University Heights (27)
2014,Afternoon,Flemingdon Park (44)
2014,Evening,Regent Park (72)
2014,Afternoon,Taylor-Massey (61)
2014,Afternoon,Morningside (135)
2014,Morning,St Lawrence-East Bayfront-The Islands
2014,Evening,East End-Danforth (62)
2014,Evening,Flemingdon Park (44)
2014,Night,St Lawrence-East Bayfront-The Islands
2014,Evening,Downsview (155)
2014,Evening,Weston-Pelham Park (91)
2014,Night,Flemingdon Park (44)
2014,Evening,St Lawrence-East Bayfront-The Islands
2014,Night,Cabbagetown-South St.James Town (71)
2014,Afternoon,Moss Park (73)
2014,Afternoon,Weston (113)
2014,Morning,O'Connor-Parkview (54)
2014,Evening,Morningside Heights (144)
2014,Evening,Rustic (28)
2014,Afternoon,Regent Park (72)
2014,Evening,Greenwood-Coxwell (65)
2014,Evening,Oakwood Village (107)
2014,Night,West Humber-Clairville (1)
2014,Evening,Mount Olive-Silverstone-Jamestown (2)
2014,Afternoon,Brookhaven-Amesbury (30)
2014,Night,South Riverdale (70)
2014,Afternoon,Malvern East (146)
2014,Afternoon,Dorset Park (126)
2014,Night,Regent Park (72)
2014,Afternoon,South Eglinton-Davisville (174)
2014,Evening,O'Connor-Parkview (54)
2014,Evening,Lambton Baby Point (114)
2014,Night,Flemingdon Park (44)
2014,Evening,Mount Olive-Silverstone-Jamestown (2)
2014,Night,Black Creek (24)
2014,Evening,Greenwood-Coxwell (65)
2014,Afternoon,Malvern West (145)
2014,Evening,Kingsview Village-The Westway (6)
2014,Morning,Mount Olive-Silverstone-Jamestown (2)
2014,Evening,Mount Olive-Silverstone-Jamestown (2)
2014,Evening,West Humber-Clairville (1)
2014,Evening,Black Creek (24)
2014,Night,Clairlea-Birchmount (120)
2014,Afternoon,Humber Summit (21)
2014,Morning,Humbermede (22)
2014,Evening,Steeles (116)
2014,Afternoon,Wexford/Maryvale (119)
2014,Night,Black Creek (24)
2014,Evening,Black Creek (24)
2014,Evening,Oakdale-Beverley Heights (154)
2014,Night,Willowridge-Martingrove-Richview (7)
2014,Evening,East Willowdale (152)
2014,Night,Rockcliffe-Smythe (111)
2014,Night,Bedford Park-Nortown (39)
2014,Afternoon,Victoria Village (43)
2014,Evening,Englemount-Lawrence (32)
2014,Night,Humber Summit (21)
2014,Night,Stonegate-Queensway (16)
2014,Evening,Mount Olive-Silverstone-Jamestown (2)
2014,Night,Moss Park (73)
2014,Night,Yorkdale-Glen Park (31)
2014,Evening,Yorkdale-Glen Park (31)
2014,Night,Victoria Village (43)
2014,Evening,Taylor-Massey (61)
2014,Night,Morningside (135)
2014,Afternoon,Downsview (155)
2014,Night,Palmerston-Little Italy (80)
2014,Evening,Mount Olive-Silverstone-Jamestown (2)
2014,Night,New Toronto (18)
2014,Night,Flemingdon Park (44)
2014,Afternoon,Black Creek (24)
2014,Morning,Downsview (155)
2014,Evening,Rockcliffe-Smythe (111)
2014,Evening,O'Connor-Parkview (54)
2014,Afternoon,Moss Park (73)
2014,Night,Kensington-Chinatown (78)
2014,Afternoon,Oakdale-Beverley Heights (154)
2014,Evening,Fort York-Liberty Village (163)
2014,Evening,Black Creek (24)
2014,Evening,Englemount-Lawrence (32)
2014,Night,Bendale-Glen Andrew (156)
2014,Evening,Englemount-Lawrence (32)
2014,Afternoon,Ionview (125)
2014,Evening,Mount Dennis (115)
2014,Night,Kingsview Village-The Westway (6)
2014,Morning,Etobicoke City Centre (159)
2014,Afternoon,Glenfield-Jane Heights (25)
2014,Night,Mount Dennis (115)
2014,Night,Stonegate-Queensway (16)
2014,Night,Wellington Place (164)
2014,Evening,Eglinton East (138)
2014,Evening,Glenfield-Jane Heights (25)
2014,Afternoon,O'Connor-Parkview (54)
2014,Afternoon,Glenfield-Jane Heights (25)
2014,Evening,Oakridge (121)
2014,Night,Harbourfront-CityPlace (165)
2014,Evening,Rustic (28)
2014,Night,St.Andrew-Windfields (40)
2014,Night,Golfdale-Cedarbrae-Woburn (141)
2014,Afternoon,York University Heights (27)
2014,Evening,Black Creek (24)
2014,Evening,West Humber-Clairville (1)
2014,Evening,Clairlea-Birchmount (120)
2014,Afternoon,Morningside Heights (144)
2014,Evening,Rustic (28)
2014,Afternoon,Weston (113)
2014,Evening,Scarborough Village (139)
2014,Night,Keelesdale-Eglinton West (110)
2014,Morning,Oakdale-Beverley Heights (154)
2014,Night,Junction Area (90)
2014,Evening,Regent Park (72)
2014,Afternoon,Kingsview Village-The Westway (6)
2014,Night,Malvern West (145)
2014,Night,Oakridge (121)
2014,Afternoon,Elms-Old Rexdale (5)
2014,Afternoon,Black Creek (24)
2014,Afternoon,Blake-Jones (69)
2014,Evening,Eglinton East (138)
2014,Afternoon,O'Connor-Parkview (54)
2014,Morning,Glenfield-Jane Heights (25)
2014,Afternoon,Willowridge-Martingrove-Richview (7)
2014,Evening,Black Creek (24)
2014,Afternoon,Avondale (153)
2014,Evening,Rustic (28)
2014,Evening,Mount Dennis (115)
2014,Afternoon,Wexford/Maryvale (119)
2014,Evening,Downsview (155)
2014,Afternoon,Clanton Park (33)
2014,Evening,Glenfield-Jane Heights (25)
2014,Evening,Keelesdale-Eglinton West (110)
2014,Night,Yonge-Bay Corridor (170)
2014,Night,Yorkdale-Glen Park (31)
2014,Night,Steeles (116)
2014,Evening,North St.James Town (74)
2014,Night,Glenfield-Jane Heights (25)
2014,Evening,Malvern East (146)
2014,Morning,Oakdale-Beverley Heights (154)
2014,Evening,Oakridge (121)
2014,Night,Black Creek (24)
2014,Night,Thorncliffe Park (55)
2014,Night,Eringate-Centennial-West Deane (11)
2014,Afternoon,Black Creek (24)
2014,Afternoon,Mount Dennis (115)
2014,Night,Stonegate-Queensway (16)
2014,Afternoon,Black Creek (24)
2015,Night,Downtown Yonge East (168)
2015,Night,Wellington Place (164)
2015,Night,Yonge-Bay Corridor (170)
2015,Afternoon,Rockcliffe-Smythe (111)
2015,Evening,Beechborough-Greenbrook (112)
2015,Afternoon,Clairlea-Birchmount (120)
2015,Evening,Glenfield-Jane Heights (25)
2015,Evening,Eringate-Centennial-West Deane (11)
2015,Evening,O'Connor-Parkview (54)
2015,Night,Oakdale-Beverley Heights (154)
2015,Evening,Oakwood Village (107)
2015,Morning,South Parkdale (85)
2015,Evening,Humber Heights-Westmount (8)
2015,Night,East L'Amoreaux (148)
2015,Night,Tam O'Shanter-Sullivan (118)
2015,Evening,Mount Olive-Silverstone-Jamestown (2)
2015,Evening,Kingsview Village-The Westway (6)
2015,Evening,Dorset Park (126)
2015,Night,Clanton Park (33)
2015,Evening,Englemount-Lawrence (32)
2015,Evening,Yorkdale-Glen Park (31)
2015,Afternoon,Moss Park (73)
2015,Night,Downsview (155)
2015,Night,Weston (113)
2015,Night,Humbermede (22)
2015,Night,Kensington-Chinatown (78)
2015,Morning,Humber Summit (21)
2015,Night,Malvern West (145)
2015,Night,Humber Summit (21)
2015,Evening,O'Connor-Parkview (54)
2015,Night,Eringate-Centennial-West Deane (11)
2015,Evening,Willowridge-Martingrove-Richview (7)
2015,Morning,L'Amoreaux West (147)
2015,Evening,Downtown Yonge East (168)
2015,Afternoon,Junction-Wallace Emerson (171)
